Simbolo;Probabilidade;
230;1.0508301558231003E-4;
110;0.005149067763533191;
231;4.50355781067043E-5;
111;0.00460864082625274;
232;9.00711562134086E-5;
112;0.005043984747950881;
233;4.50355781067043E-5;
113;0.004758759419941754;
234;4.50355781067043E-5;
114;0.005299186357222206;
235;4.50355781067043E-5;
115;0.005584411685231333;
236;4.50355781067043E-5;
116;0.005494340529017924;
237;4.50355781067043E-5;
117;0.0061698742006184885;
238;6.0047437475605725E-5;
118;0.005809589575764855;
239;4.50355781067043E-5;
119;0.006049779325667277;
10;4.50355781067043E-5;
11;4.50355781067043E-5;
12;4.50355781067043E-5;
13;4.50355781067043E-5;
14;4.50355781067043E-5;
15;4.50355781067043E-5;
16;4.50355781067043E-5;
17;4.50355781067043E-5;
18;4.50355781067043E-5;
19;4.50355781067043E-5;
240;4.50355781067043E-5;
120;0.00660521812231663;
241;4.50355781067043E-5;
0;0.004413486654457021;
121;0.0066952892785300385;
242;4.50355781067043E-5;
1;1.5011859368901432E-4;
122;0.007355811090761701;
243;4.50355781067043E-5;
2;4.50355781067043E-5;
123;0.006935479028432462;
244;4.50355781067043E-5;
3;4.50355781067043E-5;
124;0.008661842855856127;
245;4.50355781067043E-5;
4;7.505929684450716E-5;
125;0.008646830996487226;
246;4.50355781067043E-5;
5;4.50355781067043E-5;
126;0.008736902152700633;
247;4.50355781067043E-5;
6;4.50355781067043E-5;
127;0.009307352808718888;
248;4.50355781067043E-5;
7;4.50355781067043E-5;
128;0.009712673011679227;
249;4.50355781067043E-5;
8;6.0047437475605725E-5;
129;0.009907827183474945;
9;4.50355781067043E-5;
20;4.50355781067043E-5;
21;4.50355781067043E-5;
22;4.50355781067043E-5;
23;4.50355781067043E-5;
24;4.50355781067043E-5;
25;4.50355781067043E-5;
26;7.505929684450716E-5;
27;9.00711562134086E-5;
28;6.0047437475605725E-5;
29;3.0023718737802864E-4;
250;4.50355781067043E-5;
130;0.008361605668478097;
251;4.50355781067043E-5;
131;0.008466688684060407;
252;4.50355781067043E-5;
132;0.007430870387606209;
253;4.50355781067043E-5;
133;0.007385834809499505;
254;4.50355781067043E-5;
134;0.006800372294112349;
255;4.50355781067043E-5;
135;0.007235716215810491;
136;0.007115621340859279;
137;0.007490917825081814;
138;0.007941273606148857;
139;0.008301558231002492;
30;4.203320623292401E-4;
31;3.152490467469301E-4;
32;5.404269372804516E-4;
33;7.806166871828744E-4;
34;0.0011709250307743117;
35;0.0010808538745609032;
36;0.0016513045305791576;
37;0.0021767196084907076;
38;0.002567027952082145;
39;0.002987360014411385;
140;0.008872008887020746;
141;0.00881196144954514;
142;0.009547542558621312;
143;0.009187257933767677;
144;0.010163028792746269;
145;0.009157234215029874;
146;0.007986309184255563;
147;0.007986309184255563;
148;0.008121415918575675;
149;0.007836190590566547;
40;0.003888071576545471;
41;0.00492388987299967;
42;0.005494340529017924;
43;0.006905455309694658;
44;0.007325787372023899;
45;0.008121415918575675;
46;0.007926261746779956;
47;0.008571771699642718;
48;0.008361605668478097;
49;0.007686071996877533;
150;0.008676854715225028;
151;0.009112198636923169;
152;0.00995286276158165;
153;0.009907827183474945;
154;0.01028312366769748;
155;0.01089860990182244;
156;0.010208064370852974;
157;0.009067163058816465;
158;0.008136427777944577;
159;0.007986309184255563;
50;0.008616807277749421;
51;0.00818146335605128;
52;0.007671060137508632;
53;0.006530158825472123;
54;0.0064701113879965175;
55;0.006425075809889813;
56;0.005359233794697812;
57;0.004773771279310656;
58;0.004563605248146035;
59;0.004293391779505809;
160;0.006950490887801363;
161;0.006455099528627616;
162;0.006335004653676405;
163;0.0051941033416398955;
164;0.005389257513435614;
165;0.005629447263338037;
166;0.00492388987299967;
167;0.004578617107514937;
168;0.004458522232563726;
169;0.004668688263728345;
60;0.0039331071546521755;
61;0.004023178310865584;
62;0.003302609061158315;
63;0.0037079292641186536;
64;0.003392680217371724;
65;0.003362656498633921;
66;0.0031675023268382023;
67;0.0031675023268382023;
68;0.002957336295673582;
69;0.0032125379049449065;
170;0.004158285045185697;
171;0.004548593388777134;
172;0.005329210075960008;
173;0.004518569670039331;
174;0.004593628966883838;
175;0.004848830576155163;
176;0.004983937310475276;
177;0.004233344342030204;
178;0.004068213888972288;
179;0.003332632779896118;
70;0.0030474074518869907;
71;0.0035277869516918367;
72;0.0032125379049449065;
73;0.0035878343891674424;
74;0.003227549764313808;
75;0.0038430359984387664;
76;0.0035728225297985408;
77;0.003512775092322935;
78;0.0036779055453808507;
79;0.003452727654847329;
180;0.0031524904674693007;
181;0.0030774311706247936;
182;0.0028372414207223705;
183;0.0022517789053352146;
184;0.0021617077491218064;
185;0.0025970516708199477;
186;0.002296814483441919;
187;0.0025219923739754407;
188;0.002537004233344342;
189;0.0027922058426156663;
80;0.003407692076740625;
81;0.003437715795478428;
82;0.0037379529828564565;
83;0.003752964842225358;
84;0.0036028462485363437;
85;0.003858047857807668;
86;0.004038190170234485;
87;0.0037229411234875553;
88;0.0043684510763503165;
89;0.0041883087639235;
190;0.0031975260455760052;
191;0.002927312576935779;
192;0.0033176209205272164;
193;0.003482751373585132;
194;0.0036628936860119495;
195;0.003828024139069865;
196;0.003542798811060738;
197;0.002987360014411385;
198;0.0028672651394601734;
199;0.0029723481550424837;
90;0.004233344342030204;
91;0.004248356201399105;
92;0.0053442219353289095;
93;0.005164079622902093;
94;0.005119044044795388;
95;0.006530158825472123;
96;0.006335004653676405;
97;0.007355811090761701;
98;0.008091392199837871;
99;0.008541747980904915;
200;0.0034977632329540338;
201;0.0035728225297985408;
202;0.0032725853424205122;
203;0.003392680217371724;
204;0.0030023718737802866;
205;0.004068213888972288;
206;0.0037079292641186536;
207;0.004128261326447894;
208;0.0037679767015942594;
209;0.0036779055453808507;
210;0.003467739514216231;
211;0.0035728225297985408;
212;0.0036929174047497524;
213;0.002747170264508962;
214;0.0021316840303840035;
215;0.0019665535773260878;
216;0.0014711622181523404;
217;0.0013660792025700303;
218;0.0011859368901432131;
219;7.956285465517759E-4;
220;9.007115621340859E-4;
100;0.007565977121926322;
221;8.256522652895788E-4;
101;0.007896238028042154;
222;6.004743747560573E-4;
102;0.007716095715615336;
223;5.404269372804516E-4;
103;0.006875431590956856;
224;2.401897499024229E-4;
104;0.0063199927943075026;
225;3.0023718737802864E-4;
105;0.00618488605998739;
226;2.5520160927132435E-4;
106;0.005149067763533191;
227;1.5011859368901432E-4;
107;0.006034767466298376;
228;1.2009487495121145E-4;
108;0.004953913591737472;
229;1.0508301558231003E-4;
109;0.004353439216981415
