Simbolo;Probabilidade;
230;0.0037546933667083854;
110;0.004189264358225559;
231;0.0036503963287442638;
111;0.004258795716868308;
232;0.004119732999582812;
112;0.0033201223751912114;
233;0.004554303991099986;
113;0.0032505910165484633;
234;0.0037546933667083854;
114;0.004050201640940064;
235;0.0038937560839938812;
115;0.0036503963287442638;
236;0.004241412877207621;
116;0.004276178556528994;
237;0.0043109442358503685;
117;0.003563482130440829;
238;0.003945904602975942;
118;0.004363092754832429;
239;0.004641218189403421;
119;0.0038242247253511335;
10;0.0037373105270476987;
11;0.0035460992907801418;
12;0.0042066471978862464;
13;0.00361563064942289;
14;0.004241412877207621;
15;0.004363092754832429;
16;0.00401543596161869;
17;0.0031115282992629674;
18;0.003702544847726325;
19;0.0031462939785843417;
240;0.00476289806702823;
120;0.003980670282297316;
241;0.0043109442358503685;
0;0.007109581421220971;
121;0.0036851620080656376;
242;0.004084967320261438;
1;0.004954109303295786;
122;0.003980670282297316;
243;0.004293561396189681;
2;0.0049367264636351;
123;0.0036677791684049505;
244;0.003998053121958003;
3;0.0038242247253511335;
124;0.004067584480600751;
245;0.0043109442358503685;
4;0.003945904602975942;
125;0.003459185092476707;
246;0.0044152412738144905;
5;0.003702544847726325;
126;0.004954109303295786;
247;0.004154498678904186;
6;0.004276178556528994;
127;0.005197469058545404;
248;0.0043109442358503685;
7;0.004345709915171743;
128;0.004276178556528994;
249;0.00476289806702823;
8;0.0032158253372270894;
129;0.004137115839243499;
9;0.0030941454596022807;
20;0.003911138923654568;
21;0.0031115282992629674;
22;0.004623835349742734;
23;0.0038242247253511335;
24;0.0037894590460297592;
25;0.003389653733833959;
26;0.004224030037546934;
27;0.00344180225281602;
28;0.0044152412738144905;
29;0.0036330134890835766;
250;0.004189264358225559;
130;0.0031636768182450284;
251;0.004623835349742734;
131;0.0048150465860102905;
252;0.004536921151439299;
132;0.0027638715060492283;
253;0.005353914615491587;
133;0.0038068418856904464;
254;0.005649422889723265;
134;0.002972465581977472;
255;0.0066923932693644834;
135;0.004154498678904186;
136;0.0035460992907801418;
137;0.004258795716868308;
138;0.0035982478097622028;
139;0.004258795716868308;
30;0.004154498678904186;
31;0.005127937699902656;
32;0.004067584480600751;
33;0.0030941454596022807;
34;0.0036330134890835766;
35;0.003372270894173272;
36;0.003528716451119455;
37;0.003337505214851898;
38;0.0032505910165484633;
39;0.0036330134890835766;
140;0.003024614100959533;
141;0.004901960784313725;
142;0.0034939507717980807;
143;0.0047107495480461685;
144;0.0037199276873870115;
145;0.003528716451119455;
146;0.0027291058267278545;
147;0.004450006953135864;
148;0.0026074259491030453;
149;0.004467389792796551;
40;0.0032158253372270894;
41;0.002972465581977472;
42;0.0037199276873870115;
43;0.0031984424975664023;
44;0.0037546933667083854;
45;0.0032332081768877766;
46;0.003511333611458768;
47;0.004084967320261438;
48;0.004258795716868308;
49;0.0031289111389236545;
150;0.003702544847726325;
151;0.004363092754832429;
152;0.0038416075650118202;
153;0.004675983868724795;
154;0.003285356695869837;
155;0.005023640661938535;
156;0.0031289111389236545;
157;0.004276178556528994;
158;0.00361563064942289;
159;0.004658601029064108;
50;0.0037894590460297592;
51;0.0032158253372270894;
52;0.004241412877207621;
53;0.0037199276873870115;
54;0.0037894590460297592;
55;0.004119732999582812;
56;0.0033027395355305243;
57;0.0032505910165484633;
58;0.0037373105270476987;
59;0.00401543596161869;
160;0.004084967320261438;
161;0.0036851620080656376;
162;0.0031984424975664023;
163;0.004050201640940064;
164;0.002972465581977472;
165;0.004432624113475178;
166;0.003459185092476707;
167;0.004536921151439299;
168;0.0037546933667083854;
169;0.004154498678904186;
60;0.004345709915171743;
61;0.0032158253372270894;
62;0.0039285217633152555;
63;0.00498887498261716;
64;0.004536921151439299;
65;0.0032332081768877766;
66;0.0032158253372270894;
67;0.0032332081768877766;
68;0.0034939507717980807;
69;0.0031984424975664023;
170;0.0032679738562091504;
171;0.004137115839243499;
172;0.0031636768182450284;
173;0.004241412877207621;
174;0.00344180225281602;
175;0.003998053121958003;
176;0.003459185092476707;
177;0.003876373244333194;
178;0.0036330134890835766;
179;0.004224030037546934;
70;0.00361563064942289;
71;0.0037894590460297592;
72;0.0038242247253511335;
73;0.00286816854401335;
74;0.003389653733833959;
75;0.003059379780280907;
76;0.004171881518564873;
77;0.003389653733833959;
78;0.003702544847726325;
79;0.004606452510082047;
180;0.003337505214851898;
181;0.0045195383117786125;
182;0.004084967320261438;
183;0.004363092754832429;
184;0.0031984424975664023;
185;0.00401543596161869;
186;0.0036851620080656376;
187;0.003963287442636629;
188;0.0035460992907801418;
189;0.004397858434153803;
80;0.003337505214851898;
81;0.002833402864691976;
82;0.003511333611458768;
83;0.0038937560839938812;
84;0.004154498678904186;
85;0.0036503963287442638;
86;0.003476567932137394;
87;0.0038242247253511335;
88;0.0044152412738144905;
89;0.0033027395355305243;
190;0.0036851620080656376;
191;0.00516270337922403;
192;0.004884577944653038;
193;0.003945904602975942;
194;0.0030941454596022807;
195;0.0039285217633152555;
196;0.0031810596579057156;
197;0.004067584480600751;
198;0.0034939507717980807;
199;0.004171881518564873;
90;0.0037199276873870115;
91;0.0034939507717980807;
92;0.004363092754832429;
93;0.00361563064942289;
94;0.003476567932137394;
95;0.004536921151439299;
96;0.004467389792796551;
97;0.003424419413155333;
98;0.004102350159922125;
99;0.0036503963287442638;
200;0.0031462939785843417;
201;0.0038589904046725074;
202;0.003372270894173272;
203;0.00401543596161869;
204;0.003876373244333194;
205;0.004276178556528994;
206;0.004032818801279377;
207;0.0036851620080656376;
208;0.0036503963287442638;
209;0.004067584480600751;
210;0.003876373244333194;
211;0.0042066471978862464;
212;0.0037894590460297592;
213;0.004450006953135864;
214;0.0033548880545125853;
215;0.004328327075511056;
216;0.0035808649701015156;
217;0.0037894590460297592;
218;0.00401543596161869;
219;0.004328327075511056;
220;0.003476567932137394;
100;0.003998053121958003;
221;0.00458906967042136;
101;0.0038589904046725074;
222;0.004189264358225559;
102;0.004119732999582812;
223;0.0048150465860102905;
103;0.004276178556528994;
224;0.004137115839243499;
104;0.0037199276873870115;
225;0.003389653733833959;
105;0.0036330134890835766;
226;0.0032505910165484633;
106;0.0042066471978862464;
227;0.0036503963287442638;
107;0.0038242247253511335;
228;0.0038416075650118202;
108;0.0037894590460297592;
229;0.0043109442358503685;
109;0.0037373105270476987
