Simbolo;Probabilidade;
230;0.0034132355522615123;
110;0.0038033196153771137;
231;0.0038033196153771137;
111;0.004017865850090695;
232;0.004017865850090695;
112;0.0034717481617288527;
233;0.004524975132140977;
113;0.0037448070059097737;
234;0.003939849037467575;
114;0.0036277817869750932;
235;0.0031596809112363713;
115;0.004134891069025375;
236;0.0035692691775077528;
116;0.004115386865869595;
237;0.003939849037467575;
117;0.004193403678492715;
238;0.0037253028027539937;
118;0.0036082775838193132;
239;0.0038033196153771137;
119;0.004290924694271616;
10;0.004193403678492715;
11;0.004056874256402255;
12;0.003998361646934914;
13;0.0037643112090655537;
14;0.004076378459558035;
15;0.0033937313491057323;
16;0.0036082775838193132;
17;0.0036277817869750932;
18;0.0034912523648846327;
19;0.003939849037467575;
240;0.004017865850090695;
120;0.0036862943964424333;
241;0.0037643112090655537;
0;0.004017865850090695;
121;0.0038228238185328937;
242;0.0036277817869750932;
1;0.0036667901932866532;
122;0.0035692691775077528;
243;0.003315714536482612;
2;0.0038033196153771137;
123;0.004271420491115835;
244;0.0032376977238594918;
3;0.0036082775838193132;
124;0.0037448070059097737;
245;0.003900840631156014;
4;0.0034132355522615123;
125;0.0037643112090655537;
246;0.003998361646934914;
5;0.0037643112090655537;
126;0.004232412084804275;
247;0.004251916287960056;
6;0.003861832224844454;
127;0.003861832224844454;
248;0.0038033196153771137;
7;0.0036667901932866532;
128;0.0034912523648846327;
249;0.0036667901932866532;
8;0.003861832224844454;
129;0.003939849037467575;
9;0.0037838154122213337;
20;0.0035887733806635328;
21;0.004076378459558035;
22;0.004134891069025375;
23;0.0036277817869750932;
24;0.004115386865869595;
25;0.004134891069025375;
26;0.004271420491115835;
27;0.0037643112090655537;
28;0.0034717481617288527;
29;0.004115386865869595;
250;0.004329933100583176;
130;0.003881336428000234;
251;0.0036862943964424333;
131;0.0037057985995982133;
252;0.0037643112090655537;
132;0.0036277817869750932;
253;0.003998361646934914;
133;0.003881336428000234;
254;0.003998361646934914;
134;0.004095882662713815;
255;0.0037448070059097737;
135;0.003959353240623354;
136;0.0035497649743519728;
137;0.0036277817869750932;
138;0.004017865850090695;
139;0.0038228238185328937;
30;0.004232412084804275;
31;0.003939849037467575;
32;0.0035302607711961928;
33;0.004173899475336935;
34;0.004115386865869595;
35;0.003920344834311794;
36;0.0037448070059097737;
37;0.0034522439585730723;
38;0.004720017163698777;
39;0.003998361646934914;
140;0.0036667901932866532;
141;0.004154395272181155;
142;0.004037370053246474;
143;0.0037838154122213337;
144;0.003920344834311794;
145;0.004368941506894736;
146;0.0034912523648846327;
147;0.004134891069025375;
148;0.004251916287960056;
149;0.004115386865869595;
40;0.0033937313491057323;
41;0.004290924694271616;
42;0.004017865850090695;
43;0.004173899475336935;
44;0.003920344834311794;
45;0.0036862943964424333;
46;0.004017865850090695;
47;0.003861832224844454;
48;0.0038228238185328937;
