Simbolo;Probabilidade;
230;0.0036486838676048996;
110;0.0026062027625749283;
231;0.0036486838676048996;
111;0.0018243419338024498;
232;0.0026062027625749283;
112;0.003388063591347407;
233;0.00547302580140735;
113;0.005212405525149857;
234;0.003127443315089914;
114;0.0036486838676048996;
235;0.0049517852488923635;
115;0.004169924420119885;
236;7.818608287724785E-4;
116;0.0023455824863174357;
237;0.003127443315089914;
117;0.0049517852488923635;
238;0.0028668230388324213;
118;0.004169924420119885;
239;0.005212405525149857;
119;0.001563721657544957;
10;0.004430544696377378;
11;0.001563721657544957;
12;0.0026062027625749283;
13;7.818608287724785E-4;
14;0.0020849622100599426;
15;0.003127443315089914;
16;0.0023455824863174357;
17;0.0020849622100599426;
18;0.0023455824863174357;
19;0.0028668230388324213;
240;0.0028668230388324213;
120;0.0020849622100599426;
241;0.0018243419338024498;
0;0.012509773260359656;
121;0.004691164972634871;
242;0.003388063591347407;
1;0.010424811050299713;
122;0.008861089392754757;
243;0.0020849622100599426;
2;0.004691164972634871;
123;0.0023455824863174357;
244;0.003909304143862392;
3;0.003909304143862392;
124;0.0023455824863174357;
245;0.004691164972634871;
4;0.0028668230388324213;
125;0.004430544696377378;
246;0.0026062027625749283;
5;0.00547302580140735;
126;0.0026062027625749283;
247;0.0049517852488923635;
6;0.003388063591347407;
127;0.0023455824863174357;
248;0.0020849622100599426;
7;0.0036486838676048996;
128;0.0036486838676048996;
249;0.0036486838676048996;
8;0.0026062027625749283;
129;0.005733646077664843;
9;0.0018243419338024498;
20;0.006776127182694814;
21;0.006776127182694814;
22;0.0010424811050299713;
23;0.0026062027625749283;
24;0.003127443315089914;
25;0.003388063591347407;
26;0.0023455824863174357;
27;0.0020849622100599426;
28;0.0036486838676048996;
29;0.003909304143862392;
250;0.004430544696377378;
130;0.0036486838676048996;
251;0.004430544696377378;
131;0.0026062027625749283;
252;0.0023455824863174357;
132;0.0028668230388324213;
253;0.001563721657544957;
133;0.003388063591347407;
254;0.0018243419338024498;
134;0.0023455824863174357;
255;0.008079228563982278;
135;0.003127443315089914;
136;0.0020849622100599426;
137;0.0013031013812874641;
138;0.010164190774042221;
139;0.0013031013812874641;
30;0.003127443315089914;
31;0.0049517852488923635;
32;0.003909304143862392;
33;0.003388063591347407;
34;0.0020849622100599426;
35;0.003127443315089914;
36;0.0049517852488923635;
37;0.003388063591347407;
38;0.003127443315089914;
39;0.0023455824863174357;
140;0.003909304143862392;
141;0.003388063591347407;
142;0.006254886630179828;
143;0.003388063591347407;
144;0.0036486838676048996;
145;0.005212405525149857;
146;0.003909304143862392;
147;0.0023455824863174357;
148;0.006515506906437321;
149;0.0036486838676048996;
40;0.005212405525149857;
41;0.011206671879072191;
42;0.005994266353922335;
43;0.003127443315089914;
44;0.0018243419338024498;
45;0.0028668230388324213;
46;0.003388063591347407;
47;0.003388063591347407;
48;0.0020849622100599426;
49;0.0036486838676048996;
150;0.004691164972634871;
151;0.0036486838676048996;
152;0.0028668230388324213;
153;0.0018243419338024498;
154;0.008079228563982278;
155;0.0018243419338024498;
156;0.005212405525149857;
157;0.003909304143862392;
158;0.0049517852488923635;
159;0.0036486838676048996;
50;0.004169924420119885;
51;0.004691164972634871;
52;0.0049517852488923635;
53;0.0036486838676048996;
54;0.0023455824863174357;
55;0.0026062027625749283;
56;0.007297367735209799;
57;0.004430544696377378;
58;0.005994266353922335;
59;0.003127443315089914;
160;0.0036486838676048996;
161;0.0018243419338024498;
162;0.007297367735209799;
163;0.006254886630179828;
164;0.004691164972634871;
165;0.009121709669012249;
166;0.007818608287724784;
167;0.00833984884023977;
168;0.006515506906437321;
169;0.007557988011467292;
60;0.004430544696377378;
61;0.005733646077664843;
62;0.003388063591347407;
